ID_Transaksi,ID_Pengguna,ID_Produk,Waktu_Transaksi,Jumlah_Transaksi,Metode_Pembayaran,Alamat_Pengiriman,Kategori_Produk,Penilaian_Produk,Total_Harga
T00572,U5525,P632,2024-08-01,8,E-Wallet,"Jl. Tubagus Ismail No. 702, Jayapura, SU 54562",Makanan,5,5095856
T00573,U9561,P900,2024-09-11,7,Transfer Bank,"Gang Ronggowarsito No. 384, Bogor, Gorontalo 30833",Fashion,2,5066131
T00574,U3428,P680,2024-12-27,10,Transfer Bank,"Gang Jamika No. 560, Tarakan, KS 34026",Kesehatan,5,31706740
T00575,U2654,P904,2024-07-28,5,Dana,"Jl. Ronggowarsito No. 4, Padangpanjang, SB 25686",Elektronik,4,11328690
T00576,U7275,P770,2024-04-07,8,Kredivo,"Gg. S. Parman No. 477, Banjarmasin, PA 11998",Kesehatan,2,18882728
T00577,U7602,P247,2024-03-29,10,Cash on Delivery (COD),"Jl. Sentot Alibasa No. 0, Banjarbaru, Nusa Tenggara Barat 90674",Kesehatan,4,28307730
T00578,U4892,P150,2024-06-04,8,Virtual Account,"Jalan Wonoayu No. 823, Yogyakarta, JA 36371",Elektronik,1,23073808
T00579,U5965,P418,2024-11-14,5,Kredivo,"Jl. Gedebage Selatan No. 604, Bontang, Sulawesi Selatan 93106",Kesehatan,2,4159475
T00580,U3201,P407,2024-07-23,8,QRIS,"Gg. W.R. Supratman No. 08, Sukabumi, BE 14545",Elektronik,4,12152984
T00581,U2462,P292,2024-11-18,8,Kartu Debit,"Jalan K.H. Wahid Hasyim No. 005, Kotamobagu, SU 91624",Fashion,4,35061816
T00582,U7126,P940,2024-08-24,1,Dana,"Gg. Siliwangi No. 533, Manado, SR 32260",Peralatan Rumah,1,4914749
T00583,U6097,P826,2024-07-06,9,Cash on Delivery (COD),"Jl. Otto Iskandardinata No. 825, Ternate, PA 34396",Peralatan Rumah,5,43383321
T00584,U1474,P277,2024-03-20,4,Kartu Debit,"Jl. Kutai No. 3, Tarakan, Sulawesi Tengah 18954",Kesehatan,2,1309680
T00585,U8478,P151,2024-11-23,6,Kartu Debit,"Jl. Gegerkalong Hilir No. 684, Mataram, ST 61768",Elektronik,3,23664876
T00586,U9275,P506,2025-02-11,2,E-Wallet,"Jalan PHH. Mustofa No. 903, Payakumbuh, Sumatera Selatan 27868",Peralatan Rumah,3,8300480
T00587,U8308,P281,2024-12-14,8,Dana,"Jalan K.H. Wahid Hasyim No. 293, Pekanbaru, SG 43448",Elektronik,3,12619296
T00588,U3679,P957,2024-04-02,5,Transfer Bank,"Jl. PHH. Mustofa No. 242, Banjarbaru, Kalimantan Utara 81059",Elektronik,1,8064475
T00589,U7333,P150,2024-07-08,3,Kartu Debit,"Jalan Tubagus Ismail No. 4, Banjarmasin, AC 34240",Peralatan Rumah,2,8652678
T00590,U4387,P375,2024-09-11,7,Dana,"Jalan Cempaka No. 543, Bukittinggi, Sulawesi Tengah 65271",Kesehatan,1,28189105
T00591,U3167,P762,2024-08-26,3,E-Wallet,"Jl. Kebonjati No. 7, Sukabumi, Lampung 42269",Peralatan Rumah,3,12205206
T00592,U6004,P829,2024-04-28,5,Cash on Delivery (COD),"Gg. Pacuan Kuda No. 61, Tegal, Aceh 66010",Fashion,3,19501770
T00593,U5128,P323,2024-12-08,8,Virtual Account,"Gg. Kapten Muslihat No. 3, Malang, Papua Barat 89002",Makanan,5,22067112
T00594,U7506,P698,2025-01-03,2,E-Wallet,"Jl. Pasteur No. 900, Probolinggo, Nusa Tenggara Barat 32797",Makanan,3,9519686
T00595,U5631,P405,2024-12-28,2,Kredivo,"Gang Jakarta No. 084, Banda Aceh, Banten 84186",Kesehatan,3,4738618
T00596,U6327,P982,2024-04-11,5,Virtual Account,"Jl. W.R. Supratman No. 25, Jayapura, Papua Barat 72131",Elektronik,2,20875345
T00597,U3456,P629,2024-06-04,4,E-Wallet,"Jalan Siliwangi No. 092, Pagaralam, SU 92624",Makanan,4,16593952
T00598,U6236,P797,2024-10-15,3,E-Wallet,"Jalan Pasteur No. 95, Denpasar, SB 36556",Fashion,3,6678675
T00599,U7857,P514,2024-12-29,7,E-Wallet,"Gg. Yos Sudarso No. 5, Tasikmalaya, YO 22526",Makanan,5,11501861
T00600,U6622,P843,2024-08-07,4,Dana,"Gg. Pelajar Pejuang No. 152, Yogyakarta, PB 57676",Fashion,3,17222660
T00601,U5918,P965,2024-10-06,3,Dana,"Gg. Veteran No. 7, Prabumulih, KI 19689",Peralatan Rumah,3,2606259
T00602,U8713,P231,2024-12-13,5,Dana,"Gg. Abdul Muis No. 058, Bogor, Jambi 55247",Peralatan Rumah,3,3995505
T00603,U4641,P463,2024-04-11,4,Virtual Account,"Jl. Cikutra Barat No. 2, Tanjungpinang, JT 06501",Fashion,3,10870452
T00604,U7089,P366,2024-10-30,10,Virtual Account,"Jl. Ir. H. Djuanda No. 21, Batu, Aceh 22728",Fashion,1,39971460
T00605,U1879,P987,2024-11-13,10,Transfer Bank,"Jl. S. Parman No. 389, Padangpanjang, Sulawesi Tenggara 12075",Fashion,2,42483080
T00606,U2963,P988,2024-06-11,7,Dana,"Gang H.J Maemunah No. 0, Binjai, JT 09282",Elektronik,4,4715732
T00607,U1885,P991,2024-02-20,3,Kartu Kredit,"Gang Joyoboyo No. 4, Pagaralam, JI 18623",Peralatan Rumah,3,10447647
T00608,U8496,P246,2024-07-20,6,Kartu Kredit,"Gg. Ahmad Yani No. 9, Sawahlunto, AC 61371",Kesehatan,4,17041788
T00609,U3897,P420,2024-10-13,1,E-Wallet,"Jalan Stasiun Wonokromo No. 1, Pariaman, Maluku Utara 62056",Fashion,3,3158316
T00610,U4430,P879,2024-05-01,3,Kartu Kredit,"Jl. Siliwangi No. 5, Kendari, LA 81139",Fashion,1,6912486
T00611,U3120,P729,2024-02-20,7,Cash on Delivery (COD),"Jl. Moch. Toha No. 19, Salatiga, SU 05140",Fashion,4,11349114
T00612,U8821,P492,2024-07-03,1,E-Wallet,"Gg. Suniaraja No. 5, Tanjungpinang, GO 68182",Makanan,2,3179801
T00613,U1230,P429,2024-02-25,9,Kartu Debit,"Gg. Jamika No. 711, Jambi, JT 88985",Kesehatan,1,5121306
T00614,U5076,P331,2024-08-07,6,Virtual Account,"Gang Wonoayu No. 06, Gorontalo, DI Yogyakarta 97102",Peralatan Rumah,1,16924218
T00615,U7284,P615,2024-12-09,10,Virtual Account,"Gang Cikapayang No. 070, Meulaboh, Bengkulu 66299",Peralatan Rumah,1,48942090
T00616,U1749,P405,2025-01-19,5,Kredivo,"Jalan Erlangga No. 24, Batam, KR 51127",Makanan,5,11846545
T00617,U9587,P445,2024-05-26,7,Kartu Kredit,"Jalan Gedebage Selatan No. 7, Mataram, LA 69275",Elektronik,4,20534472
T00618,U6885,P868,2024-09-02,4,Kartu Kredit,"Gg. S. Parman No. 40, Ternate, KU 21462",Fashion,1,7864444
T00619,U4675,P844,2024-09-24,3,Kartu Debit,"Gg. Rawamangun No. 1, Pangkalpinang, SG 11216",Kesehatan,5,10230966
T00620,U9267,P273,2024-12-10,2,QRIS,"Gang Cikutra Timur No. 59, Jambi, SU 47082",Kesehatan,4,9195546
T00621,U5190,P889,2024-08-16,9,E-Wallet,"Jalan Kutisari Selatan No. 05, Parepare, Kalimantan Tengah 30644",Makanan,1,36673938
T00622,U2771,P769,2024-10-19,1,E-Wallet,"Jl. Pelajar Pejuang No. 14, Padangpanjang, Sumatera Utara 42016",Kesehatan,4,3777178
T00623,U7230,P226,2024-06-27,9,Virtual Account,"Gg. Veteran No. 78, Tanjungpinang, SN 96089",Fashion,2,15964344
T00624,U1152,P408,2024-05-03,7,Transfer Bank,"Gang Antapani Lama No. 727, Binjai, Sulawesi Barat 80727",Makanan,3,8404277
T00625,U7862,P950,2024-10-21,2,Dana,"Jl. Veteran No. 8, Serang, Papua Barat 53390",Makanan,1,6345146
T00626,U5631,P216,2024-07-08,2,Kredivo,"Gang Jakarta No. 084, Banda Aceh, Banten 84186",Peralatan Rumah,5,8710704
T00627,U4272,P896,2024-12-28,5,Dana,"Gang S. Parman No. 776, Manado, NT 85127",Peralatan Rumah,3,1327030
T00628,U7713,P402,2024-07-31,3,E-Wallet,"Gg. Sukabumi No. 64, Bekasi, GO 09617",Makanan,4,3475908
T00629,U4402,P804,2024-12-03,8,QRIS,"Gg. Veteran No. 378, Binjai, Kalimantan Selatan 15766",Peralatan Rumah,1,1255592
T00630,U2458,P213,2024-02-18,10,Kredivo,"Gang Kapten Muslihat No. 46, Ambon, SR 00258",Peralatan Rumah,1,4309880
T00631,U9383,P176,2024-12-30,2,Virtual Account,"Gg. Moch. Toha No. 6, Singkawang, RI 96262",Peralatan Rumah,4,5066428
T00632,U5327,P575,2024-07-21,1,Transfer Bank,"Jalan Dipenogoro No. 2, Sorong, RI 82531",Peralatan Rumah,1,3879079
T00633,U5760,P468,2024-03-23,6,Cash on Delivery (COD),"Jl. Astana Anyar No. 8, Samarinda, Papua Barat 27523",Kesehatan,1,2609670
T00634,U1158,P972,2024-10-26,3,Kartu Kredit,"Gang Erlangga No. 33, Kediri, SR 57662",Elektronik,3,13765113
T00635,U8171,P736,2025-01-29,5,Transfer Bank,"Jl. Sukabumi No. 04, Bontang, Bali 17911",Elektronik,3,9190335
T00636,U3996,P216,2024-04-11,7,Cash on Delivery (COD),"Jl. Ciumbuleuit No. 53, Bengkulu, SB 61713",Fashion,3,30487464
T00637,U7319,P806,2024-11-08,8,Cash on Delivery (COD),"Gang Jamika No. 402, Bitung, NB 79980",Peralatan Rumah,1,24059848
T00638,U3171,P812,2024-04-17,1,Kartu Kredit,"Jl. Jayawijaya No. 882, Mataram, JA 05231",Kesehatan,4,4057240
T00639,U8908,P921,2024-11-24,10,Kredivo,"Gang Kiaracondong No. 584, Tidore Kepulauan, Sumatera Barat 86342",Peralatan Rumah,5,44582690
T00640,U7221,P897,2024-05-02,6,E-Wallet,"Gg. Jend. A. Yani No. 767, Serang, KR 91966",Peralatan Rumah,4,27006210
T00641,U8997,P215,2024-05-03,7,Kredivo,"Gg. Jend. A. Yani No. 849, Kupang, SU 60125",Kesehatan,1,31371116
T00642,U5286,P770,2024-07-31,6,E-Wallet,"Jl. Lembong No. 5, Bontang, Maluku Utara 05053",Makanan,5,14162046
T00643,U4669,P785,2024-08-14,6,Dana,"Gg. Peta No. 3, Bima, KR 96655",Makanan,5,5093688
T00644,U8091,P777,2024-05-02,4,Kredivo,"Gang Cihampelas No. 61, Palopo, Jawa Timur 96390",Elektronik,4,5375860
T00645,U3435,P959,2024-06-05,9,E-Wallet,"Gang Gegerkalong Hilir No. 08, Makassar, Bali 71644",Kesehatan,2,38619072
T00646,U8688,P972,2024-06-18,8,Kartu Kredit,"Gg. Yos Sudarso No. 0, Langsa, SG 15910",Kesehatan,4,36706968
T00647,U6253,P346,2024-05-12,6,Virtual Account,"Gg. Ronggowarsito No. 61, Ambon, PB 19855",Kesehatan,5,11509182
T00648,U7203,P512,2024-03-05,4,Transfer Bank,"Gg. Bangka Raya No. 213, Prabumulih, Aceh 40104",Fashion,4,6582348
T00649,U8341,P190,2024-03-16,8,Kredivo,"Gang Jend. A. Yani No. 971, Lubuklinggau, JT 71883",Elektronik,1,33778160
T00650,U1291,P205,2024-09-27,7,Cash on Delivery (COD),"Gang Ronggowarsito No. 144, Manado, KU 11703",Kesehatan,5,2648429
T00651,U9996,P100,2024-02-21,2,Virtual Account,"Jalan Rajiman No. 539, Tual, Maluku 28123",Makanan,5,3570388
T00652,U8474,P449,2025-02-06,6,E-Wallet,"Jalan Surapati No. 146, Tangerang Selatan, MA 27113",Peralatan Rumah,4,8098644
T00653,U6439,P673,2024-02-22,10,Kredivo,"Jalan Waringin No. 8, Manado, BB 81563",Elektronik,4,46066150
T00654,U2868,P199,2024-04-14,4,E-Wallet,"Jalan Cempaka No. 51, Sungai Penuh, PB 34362",Elektronik,3,1657952
T00655,U5783,P660,2024-10-03,9,QRIS,"Jalan Cikapayang No. 3, Jayapura, JA 09431",Kesehatan,1,36895401
T00656,U3689,P604,2024-09-09,3,Cash on Delivery (COD),"Gg. Suniaraja No. 13, Payakumbuh, Kalimantan Tengah 35494",Kesehatan,3,2702532
T00657,U4209,P292,2024-11-27,2,Cash on Delivery (COD),"Gg. Rajawali Timur No. 3, Lubuklinggau, DI Yogyakarta 25720",Peralatan Rumah,4,8765454
T00658,U4122,P833,2024-10-31,6,Transfer Bank,"Jalan Jend. Sudirman No. 12, Serang, NT 90737",Fashion,1,2504838
T00659,U3018,P890,2024-03-29,8,Kredivo,"Jalan Ahmad Dahlan No. 2, Bengkulu, Gorontalo 57758",Makanan,5,24042384
T00660,U3205,P610,2024-05-25,1,Dana,"Gang Antapani Lama No. 45, Binjai, KR 26325",Kesehatan,5,3680676
T00661,U8912,P620,2024-08-27,3,Kartu Kredit,"Gang Laswi No. 1, Metro, Gorontalo 87824",Peralatan Rumah,1,4686462
T00662,U7347,P773,2025-02-03,10,QRIS,"Gang Pelajar Pejuang No. 30, Singkawang, JA 79541",Makanan,4,35620140
T00663,U5067,P380,2024-02-19,7,QRIS,"Jalan M.T Haryono No. 98, Langsa, SB 14070",Elektronik,4,8181628
T00664,U3263,P522,2024-05-10,10,Dana,"Gg. Rajawali Timur No. 650, Kota Administrasi Jakarta Pusat, JB 48821",Elektronik,5,26832740
T00665,U4560,P305,2024-11-18,4,Virtual Account,"Gg. Indragiri No. 430, Manado, KU 66144",Elektronik,2,12309676
T00666,U3913,P615,2024-10-04,9,QRIS,"Gang Indragiri No. 342, Purwokerto, KS 41497",Kesehatan,3,44047881
T00667,U8870,P696,2024-09-14,10,Cash on Delivery (COD),"Jalan HOS. Cokroaminoto No. 7, Pekalongan, Nusa Tenggara Timur 56766",Makanan,3,5908300
T00668,U7920,P927,2024-08-13,1,Dana,"Jalan HOS. Cokroaminoto No. 4, Sawahlunto, Sumatera Selatan 29894",Kesehatan,1,3244971
T00669,U3381,P154,2024-03-07,1,Kartu Debit,"Jalan Rawamangun No. 7, Bau-Bau, BE 15914",Elektronik,2,2454305
T00670,U5105,P249,2024-09-22,1,Virtual Account,"Jl. Indragiri No. 8, Tanjungpinang, KT 87232",Peralatan Rumah,5,321005
T00671,U6876,P933,2024-06-11,8,Transfer Bank,"Jalan Soekarno Hatta No. 419, Kediri, SS 00307",Makanan,5,8309560
T00672,U4675,P860,2024-10-16,9,Cash on Delivery (COD),"Gg. Rawamangun No. 1, Pangkalpinang, SG 11216",Peralatan Rumah,5,22165983
T00673,U1769,P490,2024-06-15,7,Cash on Delivery (COD),"Jl. Cikutra Timur No. 291, Kota Administrasi Jakarta Barat, Kalimantan Tengah 70876",Elektronik,5,3509275
T00674,U1212,P861,2024-03-08,5,Kartu Debit,"Gang K.H. Wahid Hasyim No. 849, Surabaya, Jambi 20223",Makanan,4,9710185
T00675,U7025,P873,2024-04-22,10,Dana,"Gang PHH. Mustofa No. 1, Medan, Kepulauan Riau 61766",Makanan,2,34170780
T00676,U4170,P401,2024-04-13,8,Kartu Kredit,"Jalan Ahmad Yani No. 09, Bandung, Sulawesi Tengah 52774",Kesehatan,2,2127088
T00677,U3847,P852,2024-02-19,9,Transfer Bank,"Gg. Ahmad Dahlan No. 81, Sungai Penuh, Jawa Tengah 95724",Fashion,1,32801256
T00678,U5572,P669,2024-12-16,5,Kartu Kredit,"Gg. Sukabumi No. 92, Blitar, MU 99610",Peralatan Rumah,5,5376750
T00679,U5178,P105,2024-02-27,6,Kredivo,"Jl. Yos Sudarso No. 7, Tual, Kalimantan Timur 12661",Peralatan Rumah,1,8036142
T00680,U6285,P711,2024-03-11,1,Virtual Account,"Jl. Cempaka No. 90, Madiun, GO 62983",Fashion,5,2498193
T00681,U6866,P174,2024-05-02,6,Dana,"Gang Merdeka No. 268, Bekasi, BA 30205",Peralatan Rumah,2,26502972
T00682,U2117,P905,2024-12-12,9,Kartu Kredit,"Jalan H.J Maemunah No. 7, Gorontalo, SU 59821",Fashion,5,40994856
T00683,U7609,P194,2024-08-04,6,Kartu Debit,"Jl. Gegerkalong Hilir No. 4, Bitung, SB 09850",Peralatan Rumah,3,16963122
T00684,U6911,P400,2024-05-13,4,Dana,"Gang Cikutra Timur No. 418, Pematangsiantar, SS 69081",Fashion,5,495400
T00685,U2879,P784,2024-09-29,6,Kredivo,"Jl. Sadang Serang No. 43, Tual, BE 38503",Peralatan Rumah,5,12572220
T00686,U1653,P798,2024-08-25,6,Cash on Delivery (COD),"Jalan Veteran No. 9, Purwokerto, Sulawesi Utara 40107",Kesehatan,4,15072342
T00687,U5203,P653,2024-08-31,5,E-Wallet,"Gang Rajawali Barat No. 000, Prabumulih, Papua Barat 87066",Makanan,3,21821685
T00688,U9335,P556,2024-11-12,8,E-Wallet,"Jalan Gardujati No. 19, Manado, Kalimantan Selatan 60331",Elektronik,2,33985688
T00689,U6248,P626,2024-10-01,2,Transfer Bank,"Jalan Antapani Lama No. 3, Batu, Bengkulu 72405",Peralatan Rumah,5,9045708
T00690,U1120,P741,2024-06-30,2,Kartu Debit,"Gg. Ronggowarsito No. 1, Batu, Kepulauan Bangka Belitung 75374",Peralatan Rumah,4,1843602
T00691,U4368,P650,2025-02-15,7,Transfer Bank,"Gg. Raya Setiabudhi No. 8, Banjarbaru, NT 97413",Peralatan Rumah,1,32070241
T00692,U8523,P834,2025-02-04,6,E-Wallet,"Jalan Gedebage Selatan No. 20, Tanjungpinang, Sulawesi Tengah 10704",Kesehatan,1,22721874
T00693,U1889,P282,2024-06-02,5,Dana,"Jl. Pelajar Pejuang No. 6, Banda Aceh, PB 70336",Kesehatan,5,9798145
T00694,U5237,P517,2024-04-27,7,Kredivo,"Jalan R.E Martadinata No. 09, Kota Administrasi Jakarta Selatan, KT 59660",Fashion,4,32893924
T00695,U6183,P117,2024-12-25,7,Transfer Bank,"Gang W.R. Supratman No. 9, Cilegon, Papua Barat 32044",Makanan,1,1356614
T00696,U2036,P874,2024-03-20,10,E-Wallet,"Gang BKR No. 4, Kota Administrasi Jakarta Timur, Kepulauan Bangka Belitung 14954",Kesehatan,3,42681020
T00697,U2738,P396,2025-01-10,5,Transfer Bank,"Jalan Cempaka No. 705, Subulussalam, Kalimantan Tengah 09149",Elektronik,4,16247640
T00698,U7473,P941,2024-09-17,1,Kredivo,"Jalan Pasirkoja No. 47, Kediri, KB 90310",Peralatan Rumah,5,1894367
T00699,U3234,P864,2024-04-27,7,Dana,"Jl. Cikutra Barat No. 4, Banda Aceh, NT 93511",Elektronik,2,17851953
T00700,U7113,P111,2024-08-30,9,Dana,"Jl. Laswi No. 95, Batu, SN 20595",Peralatan Rumah,1,3603762
T00701,U1082,P686,2024-06-25,10,Cash on Delivery (COD),"Gang Wonoayu No. 250, Bukittinggi, BA 93588",Makanan,5,35027190
T00702,U2394,P412,2024-12-16,4,QRIS,"Jalan Kapten Muslihat No. 2, Tual, JK 39898",Peralatan Rumah,4,13570296
T00703,U9397,P245,2024-11-27,3,Kartu Kredit,"Gg. Kapten Muslihat No. 8, Lubuklinggau, KR 94353",Peralatan Rumah,5,9617241
T00704,U5140,P298,2024-12-22,2,Kartu Kredit,"Gang Gardujati No. 3, Tegal, SR 15881",Makanan,1,1824772
T00705,U9992,P572,2025-02-05,9,Transfer Bank,"Gg. Veteran No. 928, Padang Sidempuan, JB 45511",Elektronik,1,30271401
T00706,U5107,P200,2024-07-23,4,Kredivo,"Jalan K.H. Wahid Hasyim No. 02, Padangpanjang, BB 12060",Elektronik,3,1171308
T00707,U3100,P787,2024-11-09,4,Transfer Bank,"Gg. W.R. Supratman No. 26, Tasikmalaya, Lampung 55999",Elektronik,5,2542396
T00708,U4170,P425,2024-03-28,8,Kredivo,"Jalan Ahmad Yani No. 09, Bandung, Sulawesi Tengah 52774",Elektronik,5,20913528
T00709,U3496,P679,2024-11-22,10,QRIS,"Gang Tubagus Ismail No. 7, Kupang, Sulawesi Utara 29812",Elektronik,4,30054820
T00710,U3762,P104,2025-01-28,6,Kartu Debit,"Gg. Ronggowarsito No. 06, Serang, KI 85368",Peralatan Rumah,4,14225748
T00711,U6889,P237,2024-02-19,6,Kredivo,"Gang Cempaka No. 894, Kediri, MA 50988",Fashion,4,16922676
T00712,U6877,P893,2024-09-28,5,Kredivo,"Gang Raya Setiabudhi No. 203, Pematangsiantar, KR 15421",Makanan,1,7622330
T00713,U2343,P961,2024-06-06,5,Kartu Kredit,"Jalan Jend. A. Yani No. 49, Kediri, KR 13882",Makanan,2,21153380
T00714,U5312,P851,2024-02-26,2,Transfer Bank,"Gg. Astana Anyar No. 34, Tegal, Sulawesi Tengah 74117",Kesehatan,5,623352
T00715,U7637,P887,2025-01-26,10,Kartu Debit,"Jalan HOS. Cokroaminoto No. 15, Tidore Kepulauan, KI 52854",Kesehatan,5,22362080
T00716,U9904,P652,2024-08-10,8,Kartu Kredit,"Gg. Dipenogoro No. 8, Depok, Banten 32963",Elektronik,4,15385848
T00717,U5767,P237,2024-11-03,8,Dana,"Jalan Rajiman No. 742, Subulussalam, DKI Jakarta 06178",Makanan,1,22563568
T00718,U7500,P472,2024-10-10,9,E-Wallet,"Gg. Pasirkoja No. 6, Subulussalam, Nusa Tenggara Timur 82434",Peralatan Rumah,5,12970764
T00719,U9423,P243,2024-11-01,8,Kartu Kredit,"Gang R.E Martadinata No. 41, Binjai, LA 75361",Peralatan Rumah,5,38371032
T00720,U3395,P853,2024-04-24,8,QRIS,"Gg. Suniaraja No. 2, Pasuruan, SR 04483",Kesehatan,2,33125104
T00721,U4796,P164,2025-01-26,5,QRIS,"Gang Tebet Barat Dalam No. 66, Pagaralam, RI 04735",Peralatan Rumah,1,939345
T00722,U4387,P630,2024-10-20,6,Cash on Delivery (COD),"Jalan Cempaka No. 543, Bukittinggi, Sulawesi Tengah 65271",Fashion,4,13400808
T00723,U1760,P140,2024-12-29,6,Transfer Bank,"Gang Merdeka No. 2, Sorong, Jambi 29800",Makanan,3,13553130
T00724,U9918,P683,2024-12-23,3,Cash on Delivery (COD),"Gang M.H Thamrin No. 083, Prabumulih, KS 86342",Fashion,3,7412898
T00725,U2275,P629,2025-02-03,5,Cash on Delivery (COD),"Jalan M.H Thamrin No. 3, Bandung, BA 86702",Peralatan Rumah,5,20742440
T00726,U7649,P461,2024-06-04,6,Kredivo,"Jl. BKR No. 16, Blitar, KR 11860",Fashion,5,632070
T00727,U9222,P242,2024-02-21,8,Kartu Kredit,"Jalan Rungkut Industri No. 56, Langsa, Kepulauan Riau 31497",Peralatan Rumah,1,28795632
T00728,U9430,P758,2024-07-11,5,Kartu Debit,"Jl. Tubagus Ismail No. 4, Kotamobagu, SS 60765",Peralatan Rumah,2,16293130
T00729,U3578,P470,2024-12-08,10,Transfer Bank,"Jl. Suniaraja No. 757, Sukabumi, Maluku 21182",Peralatan Rumah,4,28201260
T00730,U2856,P593,2024-05-06,8,Kredivo,"Jl. Surapati No. 7, Banjarmasin, SB 64520",Peralatan Rumah,5,11221048
T00731,U7732,P122,2024-06-19,4,E-Wallet,"Jalan Stasiun Wonokromo No. 87, Sungai Penuh, KU 77881",Peralatan Rumah,5,5606596
T00732,U3207,P744,2025-02-07,9,E-Wallet,"Gg. Gegerkalong Hilir No. 281, Dumai, Sulawesi Tengah 06728",Makanan,2,30622779
T00733,U1916,P270,2024-08-23,5,Kartu Kredit,"Jalan PHH. Mustofa No. 644, Singkawang, Papua 24839",Makanan,4,23889290
T00734,U1305,P999,2024-11-19,5,Transfer Bank,"Gang Laswi No. 22, Balikpapan, MU 22710",Peralatan Rumah,4,3152980
T00735,U8723,P988,2024-06-16,8,Kartu Kredit,"Gg. Rumah Sakit No. 097, Batam, Nusa Tenggara Timur 50344",Peralatan Rumah,4,5389408
T00736,U3338,P913,2024-12-30,10,Kartu Kredit,"Gang Pasir Koja No. 8, Batu, JT 34249",Makanan,5,22689600
T00737,U3747,P841,2024-03-26,6,Kredivo,"Gang Kendalsari No. 7, Cimahi, Aceh 31922",Makanan,5,29630238
T00738,U2127,P335,2024-04-20,7,Cash on Delivery (COD),"Jalan Cikapayang No. 876, Madiun, MA 38666",Peralatan Rumah,1,1322559
T00739,U4315,P635,2024-11-16,9,Cash on Delivery (COD),"Gang Ahmad Dahlan No. 932, Tasikmalaya, JT 87741",Peralatan Rumah,5,7720299
T00740,U3906,P587,2024-09-19,10,E-Wallet,"Jl. Siliwangi No. 56, Singkawang, KS 52037",Makanan,5,10357990
T00741,U2526,P593,2024-07-05,3,Dana,"Gang Dipenogoro No. 48, Sibolga, Kepulauan Riau 47604",Kesehatan,4,4207893
T00742,U9553,P530,2024-06-01,6,E-Wallet,"Gang Rajiman No. 781, Medan, Bali 22161",Makanan,4,11850420
T00743,U8899,P908,2024-03-08,7,QRIS,"Jalan R.E Martadinata No. 39, Magelang, MU 95806",Makanan,5,6087956
T00744,U7971,P237,2024-07-26,5,Kredivo,"Jl. Pasteur No. 270, Sibolga, Kalimantan Selatan 20448",Peralatan Rumah,1,14102230
T00745,U5641,P712,2024-07-01,9,Cash on Delivery (COD),"Jalan Ahmad Yani No. 11, Denpasar, DKI Jakarta 59020",Elektronik,2,862929
T00746,U1116,P691,2024-05-10,9,Transfer Bank,"Jl. Rajawali Timur No. 3, Lhokseumawe, BE 42429",Makanan,1,22298058
T00747,U7144,P770,2024-06-17,4,QRIS,"Gg. Kiaracondong No. 447, Bekasi, SB 95587",Fashion,3,9441364
T00748,U2746,P258,2025-01-03,7,Virtual Account,"Jalan Jayawijaya No. 3, Malang, Lampung 58841",Elektronik,5,34359612
T00749,U7939,P678,2024-09-02,6,Virtual Account,"Gg. Pasirkoja No. 182, Bogor, Sulawesi Tenggara 59690",Fashion,2,21098454
T00750,U8904,P283,2024-06-20,6,Dana,"Jl. Veteran No. 55, Denpasar, Nusa Tenggara Timur 27820",Makanan,4,3769176
T00751,U5157,P414,2024-08-04,10,QRIS,"Gang Pacuan Kuda No. 59, Pariaman, RI 03816",Fashion,2,10489630
T00752,U4764,P557,2024-07-30,3,Transfer Bank,"Jl. Monginsidi No. 498, Salatiga, JB 50142",Peralatan Rumah,5,10230444
T00753,U6544,P920,2024-12-23,9,E-Wallet,"Jalan Erlangga No. 232, Lhokseumawe, JK 33613",Peralatan Rumah,4,24405192
T00754,U1086,P923,2024-04-15,2,Kartu Kredit,"Jalan Sentot Alibasa No. 786, Parepare, PB 31625",Fashion,5,7404420
T00755,U2444,P165,2024-12-08,5,Kartu Debit,"Gang Tebet Barat Dalam No. 6, Prabumulih, DI Yogyakarta 79039",Elektronik,1,1833570
T00756,U7296,P510,2024-04-25,10,Dana,"Gang S. Parman No. 996, Sukabumi, Kalimantan Timur 73034",Elektronik,5,5320340
T00757,U3871,P755,2024-08-03,8,Kredivo,"Jalan W.R. Supratman No. 446, Bandung, Kepulauan Bangka Belitung 22681",Kesehatan,2,35172672
T00758,U5685,P299,2024-08-14,1,Dana,"Gg. Antapani Lama No. 529, Tangerang Selatan, Sulawesi Tenggara 76604",Makanan,2,1471725
T00759,U1590,P468,2024-07-30,4,E-Wallet,"Gang Waringin No. 5, Binjai, KB 86120",Peralatan Rumah,1,1739780
T00760,U5520,P898,2024-06-25,7,QRIS,"Gang Cikapayang No. 40, Pasuruan, SG 09546",Fashion,4,34764772
T00761,U4281,P630,2024-06-26,1,Transfer Bank,"Jalan PHH. Mustofa No. 60, Madiun, MA 91508",Kesehatan,5,2233468
T00762,U5661,P843,2024-11-28,9,QRIS,"Jl. Jayawijaya No. 227, Kota Administrasi Jakarta Utara, NT 93897",Elektronik,3,38750985
T00763,U4707,P720,2024-03-02,4,Kredivo,"Jalan Ir. H. Djuanda No. 1, Pekanbaru, DKI Jakarta 46602",Fashion,5,356076
